Model,black.avg_win_pct
gpt-4.1-mini-2025-04-14,26.353368956290375
claude-3-5-haiku-20241022,29.72004938297354
gpt-4.1-2025-04-14,33.661022055456336
grok-3-beta,41.72083011897906
claude-3-7-sonnet-20250219,61.454789846168914
claude-3-7-sonnet-20250219-thinking_budget_2048,74.66005962195726
o4-mini-2025-04-16-low,77.85214495624204
grok-3-mini-beta-low,80.18175318363465
grok-3-mini-beta,84.96954212533515
o4-mini-2025-04-16-medium,85.50243783830182
grok-3-mini-beta-high,87.42515048230356
